"Id","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
2191,"RL",74,6845,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",58,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","3","0","FuseF",1152,0,0,1152,0,0,2,0,2,2,"3",6,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2192,"RL",56,6931,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","2fmCon","1Story",4,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","3","3","3","5",784,"1",0,0,784,"GasA","3","0","FuseP",784,0,0,784,1,0,1,0,2,1,"3",4,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",112,0,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2193,"RL",60,12180,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1938,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","PConc","3","3","1","1",0,"1",0,585,585,"GasA","4","1","FuseF",585,468,0,1053,0,0,1,1,2,1,"5",5,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",42,0,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Family",NA
2194,"RL",57,8050,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",5,8,1947,1993,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","4","Slab","0","0","0","0",0,"0",0,0,0,"GasA","4","1","SBrkr",929,208,0,1137,0,0,1,1,4,1,"3",8,"4",0,"0","NoApp",0,"0",0,0,"0","0","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2195,"RL",68,9520,"1","NoApp","Reg","Bnk","4","Inside","2","Edwards","Norm","Norm","1Fam","1Story",4,5,1953,1953,"Gable","CompShg","MetalSd","MetalSd","Stone",115,"3","3","CBlock","4","3","1","3",767,"1",0,144,911,"GasA","3","1","SBrkr",930,0,0,930,0,0,1,0,2,1,"3",5,"5",0,"0","Attchd",2,"2",1,286,"3","3","3",134,0,0,0,0,0,"0","MnPrv","Gar2",3000,5,2008,"WD","Normal",NA
2196,"RL",62,7692,"1","NoApp","Reg","Bnk","4","Inside","2","Edwards","Norm","Norm","1Fam","SLvl",4,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","5","3","3","1",0,"1",0,416,416,"GasA","4","1","FuseA",1204,0,0,1204,0,0,1,0,3,1,"3",6,"5",0,"0","Basment",2,"1",1,312,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Abnorml",NA
2197,"RL",67,5142,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",4,7,1923,2008,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","PConc","3","3","1","5",224,"1",0,725,949,"GasA","3","1","SBrkr",949,343,0,1292,0,0,1,1,3,1,"4",6,"5",0,"0","Detchd",1,"1",1,205,"3","3","1",0,0,183,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2198,"RL",60,7290,"1","NoApp","Reg","Lvl","4","Corner","1","SWISU","Norm","Norm","1Fam","1Story",7,8,1921,1950,"Gable","CompShg","WdShing","Wd Shng","BrkFace",174,"3","3","BrkTil","3","3","1","1",0,"1",0,1228,1228,"GasA","5","1","SBrkr",1424,0,0,1424,0,0,2,0,2,1,"3",7,"5",1,"4","Attchd",1,"1",1,312,"3","3","3",0,0,90,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2199,"RL",64,7804,"1","NoApp","Reg","Lvl","4","Inside","1","SWISU","Norm","Norm","Duplex","2.5Unf",6,7,1930,1950,"Gable","CompShg","Stucco","Stucco","None",0,"3","3","BrkTil","3","3","1","5",281,"3",679,0,960,"GasA","5","1","SBrkr",960,960,0,1920,2,0,2,2,4,2,"3",10,"5",2,"4","Detchd",1,"1",2,480,"3","3","3",248,0,121,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Abnorml",NA
2200,"RL",66,8969,"1","NoApp","Reg","Bnk","4","Inside","1","Crawfor","Norm","Norm","1Fam","2Story",6,6,1926,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","4",379,"1",0,265,644,"GasA","5","1","SBrkr",672,644,0,1316,1,0,1,0,2,1,"3",6,"5",1,"4","Detchd",3,"1",1,369,"3","3","2",0,0,0,0,192,0,"0","MnPrv","NoApp",0,7,2008,"WD","Normal",NA
2201,"RL",63,15564,"1","NoApp","Reg","Lvl","4","Inside","1","Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1914,1995,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"3","3","BrkTil","4","3","1","1",0,"1",0,676,676,"GasA","5","1","SBrkr",676,588,0,1264,0,0,1,0,3,1,"3",6,"5",0,"0","Detchd",3,"1",2,400,"3","3","3",424,0,0,0,0,0,"0","NoApp","Shed",400,1,2008,"WD","Normal",NA
2202,"RL",54,7609,"1","NoApp","Reg","Lvl","4","Corner","1","Crawfor","Norm","Norm","1Fam","2Story",8,9,1925,1997,"Gable","CompShg","Stucco","Stucco","None",0,"4","4","PConc","2","3","1","5",406,"1",0,392,798,"GasA","5","1","SBrkr",798,714,0,1512,1,0,2,0,3,1,"4",7,"5",1,"4","Detchd",1,"1",1,180,"3","3","2",85,16,41,0,0,0,"0","GdPrv","NoApp",0,6,2008,"WD","Normal",NA
2203,"RL",69,9650,"1","NoApp","IR1","HLS","4","Corner","1","Crawfor","Norm","Norm","1Fam","2Story",6,3,1923,1950,"Hip","CompShg","Wd Sdng","Plywood","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,784,784,"GasA","3","1","SBrkr",819,784,0,1603,0,0,1,0,4,1,"3",7,"5",1,"4","Attchd",2,"1",2,599,"3","3","3",0,217,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2204,"RL",69,11700,"1","Grvl","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1937,1995,"Gable","CompShg","WdShing","Wd Shng","None",0,"3","3","CBlock","3","3","1","4",606,"1",0,336,942,"GasA","5","1","SBrkr",1265,673,0,1938,0,0,2,0,4,1,"4",7,"4",1,"4","Detchd",1,"1",1,240,"3","3","3",0,40,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2205,"RL",69,9260,"1","Grvl","IR1","HLS","4","Inside","1","Crawfor","Feedr","Norm","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,884,884,"GasA","3","1","FuseF",932,442,0,1374,0,0,1,0,3,1,"3",6,"5",0,"0","Detchd",1,"1",1,225,"3","3","3",64,0,0,0,100,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",NA
2206,"RL",79,7801,"1","NoApp","IR1","Lvl","4","Corner","1","Crawfor","Feedr","Norm","1Fam","1Story",6,5,1951,1951,"Hip","CompShg","WdShing","Plywood","BrkFace",88,"3","2","PConc","3","3","1","3",500,"1",0,591,1091,"GasA","2","0","FuseA",1091,0,0,1091,0,1,1,0,2,1,"3",5,"5",1,"3","Attchd",2,"3",1,344,"3","3","3",66,105,0,0,221,0,"0","MnPrv","NoApp",0,5,2008,"WD","Normal",NA
2207,"RL",100,9670,"1","NoApp","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","1Fam","2Story",8,6,1935,1950,"Gable","CompShg","BrkFace","Stucco","Stone",40,"3","3","PConc","3","2","1","2",210,"1",0,398,608,"GasA","3","1","SBrkr",983,890,0,1873,0,0,1,1,4,1,"3",9,"5",2,"4","Detchd",1,"3",2,786,"2","3","3",0,0,207,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Alloca",NA
2208,"RL",70,12392,"1","NoApp","Reg","Bnk","4","Inside","1","Crawfor","Norm","Norm","1Fam","1.5Fin",7,9,1950,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","CBlock","3","4","1","6",435,"1",0,397,832,"GasA","5","1","SBrkr",1218,943,0,2161,1,0,2,1,3,1,"4",8,"5",2,"3","Attchd",3,"3",2,506,"3","3","3",0,96,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2209,"RL",56,26073,"1","NoApp","IR1","Lvl","4","CulDSac","1","Crawfor","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace","MetalSd","None",0,"3","3","PConc","3","3","1","3",1116,"1",0,782,1898,"GasA","5","1","FuseA",1898,0,0,1898,0,0,2,1,3,1,"3",7,"5",2,"3","Attchd",2,"1",2,484,"3","3","3",0,51,224,0,0,0,"0","MnPrv","NoApp",0,4,2008,"WD","Normal",NA
2210,"RM",24,1879,"1","NoApp","Reg","Lvl","4","CulDSac","1","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","4","3","1","6",366,"1",0,150,516,"GasA","3","1","SBrkr",516,516,0,1032,0,0,1,0,2,1,"3",5,"5",1,"3","Detchd",2,"1",2,462,"3","3","3",213,0,0,0,0,0,"0","GdPrv","NoApp",0,12,2008,"WD","Normal",NA
2211,"RM",50,7000,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1926,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","BrkTil","3","3","1","3",299,"6",40,555,894,"GasA","3","1","SBrkr",919,0,0,919,1,0,1,0,2,1,"3",5,"5",0,"0","Detchd",1,"1",1,195,"3","3","2",0,0,116,0,0,0,"0","MnPrv","NoApp",0,7,2008,"WD","Normal",NA
2212,"RM",60,6000,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,8,1940,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","2","3","1","1",0,"1",0,720,720,"GasA","4","1","SBrkr",760,330,0,1090,0,0,1,0,3,1,"3",5,"5",0,"0","Detchd",1,"1",1,240,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2213,"RM",58,8155,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,7,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","4","3","1","1",0,"1",0,780,780,"GasA","4","1","FuseA",780,420,0,1200,0,0,1,0,4,1,"3",7,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",0,0,96,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2214,"RM",75,6000,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Hip","CompShg","HdBoard","Plywood","None",0,"2","3","CBlock","4","3","2","3",257,"1",0,367,624,"GasA","5","1","SBrkr",1092,564,0,1656,0,0,1,1,3,1,"3",7,"3",1,"1","Attchd",2,"1",1,288,"3","3","3",0,180,0,0,100,0,"0","MnPrv","NoApp",0,7,2008,"WD","Normal",NA
2215,"RM",60,7392,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1Story",5,7,1930,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,520,520,"GasA","3","1","FuseA",912,0,0,912,0,0,1,0,2,1,"3",5,"5",0,"0","Detchd",1,"2",1,360,"3","3","3",0,90,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2216,"RM",75,9000,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","WdShing","Wd Shng","BrkFace",162,"3","3","CBlock","3","3","1","5",330,"1",0,821,1151,"GasA","4","1","FuseA",1151,804,0,1955,0,0,2,0,4,1,"3",7,"5",0,"0","Attchd",2,"3",1,356,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",NA
2217,"RL",80,14584,"1","NoApp","Reg","Low","4","Inside","2","IDOTRR","Norm","Norm","1Fam","1Story",1,5,1952,1952,"Gable","CompShg","AsbShng","VinylSd","None",0,"2","1","Slab","0","0","0","0",0,"0",0,0,0,"Wall","1","0","FuseA",733,0,0,733,0,0,1,0,2,1,"2",4,"5",0,"0","Attchd",2,"1",2,487,"2","1","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Abnorml",NA
2218,"C (all)",60,5280,"1","NoApp","Reg","Lvl","4","Corner","1","IDOTRR","Feedr","Norm","1Fam","2Story",4,7,1895,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","Stone","0","2","1","1",0,"1",0,173,173,"GasA","5","0","SBrkr",825,536,0,1361,0,0,1,0,2,1,"3",6,"5",0,"0","Detchd",1,"1",1,185,"2","3","3",0,123,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2219,"C (all)",52,5150,"1","NoApp","Reg","Lvl","4","Corner","1","IDOTRR","Feedr","Norm","1Fam","1.5Fin",4,7,1910,2000,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","PConc","0","3","1","1",0,"1",0,356,356,"GasA","3","0","FuseA",671,378,0,1049,0,0,1,0,2,1,"3",5,"5",0,"0","Detchd",1,"1",1,195,"1","2","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2220,"C (all)",60,9000,"0","NoApp","Reg","Bnk","4","Inside","1","IDOTRR","Norm","Norm","1Fam","2Story",4,6,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","Stone","2","2","2","1",0,"1",0,592,592,"GasA","5","1","SBrkr",432,432,0,864,0,0,1,1,3,1,"2",5,"4",0,"0","Detchd",1,"1",1,216,"2","2","1",0,30,160,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2221,"RM",44,3843,"1","NoApp","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"5","3","PConc","5","3","4","6",1476,"1",0,120,1596,"GasA","5","1","SBrkr",1648,0,0,1648,1,1,2,0,2,1,"5",5,"5",1,"4","Attchd",3,"3",2,525,"3","3","3",162,53,0,153,0,0,"0","NoApp","NoApp",0,8,2008,"New","Partial",NA
2222,"RM",44,3811,"1","NoApp","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","TwnhsE","1Story",7,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"4","3","PConc","5","3","4","6",1474,"1",0,120,1594,"GasA","5","1","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"5",5,"5",1,"4","Attchd",3,"3",2,482,"3","3","3",128,53,0,0,155,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2223,"RL",69,23730,"1","NoApp","IR2","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","1Story",7,5,1996,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",668,"4","3","PConc","5","3","2","6",700,"1",0,1140,1840,"GasA","5","1","SBrkr",2032,0,0,2032,1,0,3,0,3,1,"4",7,"5",0,"0","Attchd",3,"3",3,786,"3","3","3",0,46,192,0,0,0,"0","NoApp","NoApp",0,9,2008,"WD","Normal",NA
2224,"RL",69,11050,"1","NoApp","Reg","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","2","1",0,"1",0,910,910,"GasA","5","1","SBrkr",910,910,0,1820,0,0,2,1,3,1,"4",8,"5",1,"3","Attchd",3,"1",3,816,"3","3","3",318,32,0,0,0,0,"0","NoApp","NoApp",0,9,2008,"WD","Normal",NA
2225,"RL",76,10260,"1","NoApp","Reg","Lvl","4","Inside","1","Mitchel","Norm","Norm","Duplex","2Story",5,4,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","0","0","0","0",0,"0",0,0,0,"GasA","3","1","SBrkr",936,936,0,1872,0,0,2,2,4,2,"3",8,"5",0,"0","Attchd",2,"1",2,484,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Abnorml",NA
2226,"RL",74,9990,"1","NoApp","Reg","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","1Story",4,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","PConc","4","3","1","5",1383,"1",0,297,1680,"GasA","4","1","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"3",6,"5",1,"3","Attchd",3,"1",2,432,"3","3","3",428,120,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2227,"RL",42,4084,"1","NoApp","IR1","Lvl","4","Inside","1","Timber","Norm","Norm","TwnhsE","1Story",7,6,1986,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",340,"4","3","CBlock","4","3","3","6",893,"1",0,384,1277,"GasA","4","1","SBrkr",1501,0,0,1501,1,0,2,0,2,1,"4",6,"5",1,"3","Attchd",3,"3",2,512,"3","3","3",240,0,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2228,"RL",74,11563,"1","NoApp","IR1","HLS","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",258,"4","3","PConc","5","3","4","6",1036,"1",0,482,1518,"GasA","5","1","SBrkr",1537,0,0,1537,1,0,2,0,3,1,"4",8,"5",0,"0","Attchd",3,"3",3,788,"3","3","3",0,26,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2229,"RL",107,12852,"1","NoApp","IR1","HLS","4","Corner","1","Timber","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","6",770,"1",0,150,920,"GasA","5","1","SBrkr",920,860,0,1780,1,0,2,1,3,1,"4",6,"5",1,"4","Attchd",3,"3",2,612,"3","3","3",0,192,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"New","Partial",NA
2230,"RL",73,9802,"1","NoApp","Reg","Lvl","4","Inside","1","Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","1","1",0,"1",0,352,352,"GasA","4","1","SBrkr",712,730,0,1442,0,0,2,1,3,1,"3",6,"5",0,"0","BuiltIn",3,"3",2,400,"3","3","3",100,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2231,"RL",81,12018,"1","NoApp","IR1","HLS","4","Corner","1","Timber","Norm","Norm","1Fam","2Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",60,"4","3","PConc","4","3","3","1",0,"1",0,796,796,"GasA","5","1","SBrkr",796,816,0,1612,0,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"3",3,666,"3","3","3",0,64,0,0,0,0,"0","NoApp","NoApp",0,10,2008,"New","Partial",NA
2232,"RL",75,12890,"1","NoApp","IR1","Lvl","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",6,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",128,"3","3","CBlock","4","3","1","1",0,"1",0,1495,1495,"GasA","5","1","SBrkr",1495,0,0,1495,0,0,2,0,3,1,"3",8,"5",1,"3","Attchd",3,"1",2,438,"3","3","3",252,0,192,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2233,"RL",93,18265,"1","NoApp","Reg","Lvl","4","Corner","1","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","Plywood","HdBoard","BrkFace",228,"4","4","CBlock","4","4","3","6",920,"3",60,276,1256,"GasA","5","1","SBrkr",1256,0,0,1256,0,0,2,0,3,1,"4",6,"5",1,"2","Attchd",3,"1",2,578,"3","3","3",282,0,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",NA
2234,"RL",82,11202,"1","NoApp","IR1","Lvl","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,"4","3","PConc","5","3","3","6",1029,"1",0,403,1432,"GasA","5","1","SBrkr",1440,0,0,1440,1,0,2,0,3,1,"4",7,"5",1,"3","Attchd",3,"3",2,467,"3","3","3",185,95,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2235,"RL",69,7915,"1","NoApp","IR1","Lvl","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",6,5,1999,2000,"Hip","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","5","3","2","6",1223,"1",0,443,1666,"GasA","5","1","SBrkr",1675,0,0,1675,1,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,435,"3","3","3",165,52,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",NA
2236,"RL",79,11449,"1","NoApp","IR1","HLS","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","6",1011,"1",0,873,1884,"GasA","5","1","SBrkr",1728,0,0,1728,1,0,2,0,3,1,"4",7,"5",1,"4","Attchd",3,"3",2,520,"3","3","3",0,276,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",NA
2237,"RL",85,11447,"1","NoApp","IR1","Lvl","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",674,"4","3","PConc","5","3","3","6",1571,"1",0,393,1964,"GasA","5","1","SBrkr",1964,0,0,1964,1,0,2,1,3,1,"4",7,"5",1,"4","Attchd",3,"3",3,892,"3","3","3",0,265,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2238,"RM",97,8940,"1","NoApp","IR1","Lvl","4","Corner","1","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"3","4","PConc","4","4","4","6",1309,"1",0,35,1344,"GasA","5","1","SBrkr",1344,0,0,1344,2,0,2,0,2,2,"3",8,"5",0,"0","Attchd",3,"3",4,784,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Alloca",NA
2239,"RL",77,9278,"1","NoApp","Reg","Lvl","4","FR2","1","Mitchel","Feedr","Artery","1Fam","1Story",5,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","1","1",0,"1",0,1092,1092,"GasA","5","1","SBrkr",1092,0,0,1092,0,0,1,0,2,1,"3",5,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",0,52,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Abnorml",NA
2240,"RM",32,4500,"1","NoApp","Reg","Lvl","4","FR2","1","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1997,1997,"Hip","CompShg","VinylSd","VinylSd","BrkFace",197,"3","3","PConc","5","3","1","6",864,"1",0,325,1189,"GasA","5","1","SBrkr",1189,0,0,1189,1,0,2,0,2,1,"3",4,"5",0,"0","Attchd",3,"2",2,392,"3","3","3",0,122,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2241,"RL",150,14137,"1","NoApp","Reg","Lvl","4","Corner","1","Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"3","3","CBlock","4","3","3","5",865,"2",247,88,1200,"GasA","4","1","SBrkr",1200,0,0,1200,1,0,1,0,3,1,"3",6,"5",0,"0","2Types",2,"3",3,850,"3","3","3",0,119,0,0,171,0,"0","NoApp","NoApp",0,11,2008,"ConLD","Normal",NA
2242,"RM",69,4224,"1","NoApp","Reg","Lvl","4","Inside","1","MeadowV","Norm","Norm","TwnhsE","1Story",5,6,1975,1975,"Gable","CompShg","CemntBd","CmentBd","None",0,"3","3","PConc","4","3","1","6",769,"1",0,271,1040,"GasA","4","1","SBrkr",1040,0,0,1040,0,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",2,499,"3","3","3",0,100,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2243,"RM",41,2665,"1","NoApp","Reg","Lvl","4","Inside","1","MeadowV","Norm","Norm","TwnhsE","2Story",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"3","3","PConc","4","3","1","5",318,"1",0,232,550,"GasA","3","1","SBrkr",925,550,0,1475,0,0,2,0,4,1,"3",6,"5",1,"3","Attchd",2,"1",1,336,"3","3","3",92,26,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2244,"RM",21,1974,"1","NoApp","Reg","Lvl","4","Inside","1","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1973,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"3","4","CBlock","4","3","3","6",501,"1",0,25,526,"GasA","4","1","SBrkr",526,462,0,988,1,0,1,0,2,1,"3",5,"5",0,"0","BuiltIn",2,"2",1,297,"3","3","3",120,101,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2245,"RM",21,1596,"1","NoApp","Reg","Lvl","4","Inside","1","MeadowV","Norm","Norm","Twnhs","SLvl",4,6,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"3","3","CBlock","4","3","4","6",437,"1",0,25,462,"GasA","3","1","SBrkr",526,462,0,988,1,0,1,0,1,1,"3",4,"5",1,"1","BuiltIn",2,"2",1,297,"3","3","3",0,101,0,120,0,0,"0","GdWo","NoApp",0,7,2008,"WD","Normal",NA
